article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce,money_rub_day,money_dol_day,sec_rub,sec_dol,area,diagonal,diag_in,pixels,diagonal_pixels,ppi,Pixel_Density,Plotn_Town,tchel_Town,km2_Town,scr_dol,Life_Time_Months,payback_Months,profit_Months,profit_Total,sum_1_m
Moskva090,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-13,3,6,1440,720,Profsojuznaja; 13,310301,5,1728,14,53477415,Tsifrovoj bilbord,22164.36,350.2,2.565,0.041,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,12906.01,1437242,111.36,16494.21,694.44,1.57,692.87,7262844.91,916.35
Moskva091,/moskva/fili-davydkovo,Moskva,Zapadnyj AO,Fili-Davydkovo,/moskva/rublevskoye-shosse-10,3,6,1440,720,Rublevskoe shosse; 10,276658,5,1728,14,53477415,Tsifrovoj bilbord,19761.29,312.23,2.287,0.036,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9034.03,1382516,153.03,16494.21,694.44,1.76,692.68,6471803.25,916.35
Moskva092,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevskoye-shosse-127,3,6,1440,720,Rublevskoe shosse; 127,260846,5,1728,14,53477415,Tsifrovoj bilbord,18631.86,294.38,2.156,0.034,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9034.03,1382516,153.03,16494.21,694.44,1.87,692.58,6099928.25,916.35
Moskva093,/moskva/krylatskoye,Moskva,Zapadnyj AO,Krylatskoe,/moskva/rublevskoye-shosse-62,3,6,1440,720,Rublevskoe shosse; 62,260846,5,1728,14,53477415,Tsifrovoj bilbord,18631.86,294.38,2.156,0.034,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9034.03,1382516,153.03,16494.21,694.44,1.87,692.58,6099928.25,916.35
Moskva094,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevskoye-shosse-ivana-franko,3,6,1440,720,Rublevskoe shosse - Ivana Franko,314066,5,1728,14,53477415,Tsifrovoj bilbord,22433.29,354.45,2.596,0.041,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9034.03,1382516,153.03,16494.21,694.44,1.55,692.89,7351386.58,916.35
Moskva095,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/ryazanskiy-105,3,6,1440,720,Rjazanskij; 105,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11956.9,1405650,117.56,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva096,/moskva/yuzhnoportovyy,Moskva,Jugo-Vostochnyj AO,Juzhnoportovyj,/moskva/saykina-11,3,6,1440,720,Sajkina; 11,271349,5,1728,14,53477415,Tsifrovoj bilbord,19382.07,306.24,2.243,0.035,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11956.9,1405650,117.56,16494.21,694.44,1.8,692.65,6347011.58,916.35
Moskva097,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sakharova-akademika-40,3,6,1440,720,Saharova Akademika; 40,337310,5,1728,14,53477415,Tsifrovoj bilbord,24093.57,380.68,2.789,0.044,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11724.6,775881,66.18,16494.21,694.44,1.44,693.0,7897844.91,916.35
Moskva098,/moskva/tushino-yuzhnoye,Moskva,Severo-Zapadnyj AO,Tushino Juzhnoe,/moskva/svobody-45,3,6,1440,720,Svobody; 45,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,10734.73,1001346,93.28,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva099,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/sevastopolskiy-39,3,6,1440,720,Sevastopol'skij; 39,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,12906.01,1437242,111.36,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva100,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/semenovskaya-bolshaya-32,3,6,1440,720,Semenovskaja Bol'shaja; 32,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9790.66,1515942,154.84,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva101,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sergiya-radonezhskogo-rogozhskiy-val,3,6,1440,720,Sergija Radonezhskogo - Rogozhskij Val,293857,5,1728,14,53477415,Tsifrovoj bilbord,20989.79,331.64,2.429,0.038,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11724.6,775881,66.18,16494.21,694.44,1.66,692.79,6876178.25,916.35
Moskva102,/moskva/strogino,Moskva,Severo-Zapadnyj AO,Strogino,/moskva/stroginskoye-shosse,3,6,1440,720,Stroginskoe shosse,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,10734.73,1001346,93.28,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva103,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/novaya-bashilovka-petrovsko-razumovskaya-alleya-ttk,3,6,1440,720,Novaja Bashilovka - Petrovsko - Razumovskaja alleja (TTK),398695,5,1728,14,53477415,Tsifrovoj bilbord,28478.21,449.96,3.296,0.052,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,10346.02,1176611,113.73,16494.21,694.44,1.22,693.22,9341178.25,916.35
Moskva104,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sushchevskiy-val-67-ttk,3,6,1440,720,Suschevskij Val; 67 (TTK),403175,5,1728,14,53477415,Tsifrovoj bilbord,28798.21,455.01,3.333,0.053,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,13976.38,1423956,101.88,16494.21,694.44,1.21,693.24,9446386.58,916.35
Moskva105,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sushchevskiy-val-31-ttk,3,6,1440,720,Suschevskij Val; 31 (TTK),391226,5,1728,14,53477415,Tsifrovoj bilbord,27944.71,441.53,3.234,0.051,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,13976.38,1423956,101.88,16494.21,694.44,1.25,693.2,9165553.25,916.35
Moskva106,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sushchevskiy-val-60-olimpiyskiy-ttk,3,6,1440,720,Suschevskij val; 60 - Olimpijskij (TTK),332806,5,1728,14,53477415,Tsifrovoj bilbord,23771.86,375.6,2.751,0.043,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11724.6,775881,66.18,16494.21,694.44,1.46,692.98,7792011.58,916.35
Moskva107,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/nizhnyaya-maslovka-5-ttk,3,6,1440,720,Nizhnjaja Maslovka; 5 (TTK),341876,5,1728,14,53477415,Tsifrovoj bilbord,24419.71,385.83,2.826,0.045,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,10346.02,1176611,113.73,16494.21,694.44,1.42,693.02,8005136.58,916.35
Moskva108,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/maslovka-nizhnyaya-8-bashilovskaya-ttk,3,6,1440,720,Maslovka Nizhnjaja; 8 - Bashilovskaja (TTK),358268,5,1728,14,53477415,Tsifrovoj bilbord,25590.57,404.33,2.962,0.047,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,10346.02,1176611,113.73,16494.21,694.44,1.36,693.08,8390553.25,916.35
Moskva109,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/ttk-zvenigorodskoye-shosse,3,6,1440,720,TTK - Zvenigorodskoe shosse,338839,5,1728,14,53477415,Tsifrovoj bilbord,24202.79,382.4,2.801,0.044,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11724.6,775881,66.18,16494.21,694.44,1.44,693.01,7933678.25,916.35
Moskva110,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/khoroshevskoye-shosse-82,3,6,1440,720,Horoshevskoe shosse; 82,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,10346.02,1176611,113.73,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva111,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/cherkizovskaya-bolshaya-11,3,6,1440,720,Cherkizovskaja Bol'shaja;11,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9790.66,1515942,154.84,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva112,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sheremetyevskaya-10,3,6,1440,720,Sheremet'evskaja; 10,245167,5,1728,14,53477415,Tsifrovoj bilbord,17511.93,276.69,2.027,0.032,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,13976.38,1423956,101.88,16494.21,694.44,1.99,692.46,5731386.58,916.35
Moskva113,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/shmitovskiy-31,3,6,1440,720,Shmitovskij; 31,259341,5,1728,14,53477415,Tsifrovoj bilbord,18524.36,292.68,2.144,0.034,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,11724.6,775881,66.18,16494.21,694.44,1.88,692.57,6064511.58,916.35
Moskva114,/moskva/golyanovo,Moskva,Vostochnyj AO,Gol'janovo,/moskva/shchelkovskoye-shosse-11,3,6,1440,720,Schelkovskoe shosse; 11,299045,5,1728,14,53477415,Tsifrovoj bilbord,21360.36,337.49,2.472,0.039,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9790.66,1515942,154.84,16494.21,694.44,1.63,692.82,6998053.25,916.35
Moskva115,/moskva/perovo,Moskva,Vostochnyj AO,Perovo,/moskva/entuziastov-shosse-76,3,6,1440,720,Entuziastov shosse; 76,293857,5,1728,14,53477415,Tsifrovoj bilbord,20989.79,331.64,2.429,0.038,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,9790.66,1515942,154.84,16494.21,694.44,1.66,692.79,6876178.25,916.35
Moskva116,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevo-uspenskoye-shosse-0km-storona-a,3,6,600,360,Rublevo - Uspenskoe shosse; 0km (storona A),32830,6,1920,7,53477415,Tsifrovoj bilbord,4690.0,74.1,0.407,0.006,18.0,6.71,264.1,216000.0,699.71,2.65,12000.0,9034.03,1382516,153.03,27900.0,694.44,12.55,681.89,1487950.0,1550.0
Moskva117,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevo-uspenskoye-shosse-0km-storona-b,3,6,600,360,Rublevo - Uspenskoe shosse; 0km (storona B),30818,6,1920,7,53477415,Tsifrovoj bilbord,4402.57,69.56,0.382,0.006,18.0,6.71,264.1,216000.0,699.71,2.65,12000.0,9034.03,1382516,153.03,27900.0,694.44,13.37,681.07,1393366.67,1550.0
Moskva118,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/a-105-rush-8km926m,2.7,3.7,576,432,A-105 RUSh 8km+926m,25970,6,5760,7,62914415,Tsifrovoj sitibord,3710.0,58.62,0.107,0.002,9.99,4.58,180.33,248832.0,720.0,3.99,24908.11,4512.06,11514330,2551.9,9074.04,694.44,5.16,689.28,1203101.92,908.31
Moskva119,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/zhukovka-70-veranda-u-dachi,3,6,600,360,Zhukovka; 70 (Veranda u Dachi),30818,6,1920,7,53477415,Tsifrovoj bilbord,4402.57,69.56,0.382,0.006,18.0,6.71,264.1,216000.0,699.71,2.65,12000.0,4512.06,11514330,2551.9,27900.0,694.44,13.37,681.07,1393366.67,1550.0
Moskva120,/moskovskaya-oblast/mytishchi,Rossija,Moskovskaja oblast',Moskva,/moskva/mkad-91-y-kilometr-g-mytishchi-ul-tsentralnaya-d-15-19,5,15,1140,480,MKAD; 91-j kilometr (g. Mytischi; ul. Tsentral'naja d. 15-19),65333,6,1800,7,53477615,Tsifrovoj supersajt,9333.29,147.47,0.864,0.014,75.0,15.81,622.5,547200.0,1236.93,1.99,7296.0,4512.06,11514330,2551.9,283996.88,694.44,64.19,630.25,2504297.92,3786.62
Moskva121,/moskovskaya-oblast/razdory,Rossija,Moskovskaja oblast',Moskva,/moskva/rublevo-uspenskoye-shosse-4km870m-storona-a,3,6,600,360,Rublevo - Uspenskoe shosse 4km+870m (storona A),32830,6,1920,7,53477415,Tsifrovoj bilbord,4690.0,74.1,0.407,0.006,18.0,6.71,264.1,216000.0,699.71,2.65,12000.0,4512.06,11514330,2551.9,27900.0,694.44,12.55,681.89,1487950.0,1550.0
Moskva122,/moskovskaya-oblast/razdory,Rossija,Moskovskaja oblast',Moskva,/moskva/rublevo-uspenskoye-shosse-4km870m-storona-b,3,6,600,360,Rublevo - Uspenskoe shosse 4km+870m (storona B),30818,6,1920,7,53477415,Tsifrovoj bilbord,4402.57,69.56,0.382,0.006,18.0,6.71,264.1,216000.0,699.71,2.65,12000.0,4512.06,11514330,2551.9,27900.0,694.44,13.37,681.07,1393366.67,1550.0
Moskva147,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/gorkovskoye-shosse-17-km-370-m-ot-moskvy,4,12,720,240,Gor'kovskoe shosse (17 km 370 m ot Moskvy),118800,5,1440,30,53477615,Tsifrovoj supersajt,3960.0,62.57,0.55,0.009,48.0,12.65,498.0,172800.0,758.95,1.52,3600.0,4512.06,11514330,2551.9,181758.0,694.44,96.83,597.62,940025.67,3786.62
Moskva148,/moskovskaya-oblast/mytishchi,Rossija,Moskovskaja oblast',Moskva,/moskva/dmitrovskoye-shosse-23-km-950-m-ot-moskvy,4,12,720,240,Dmitrovskoe shosse (23 km 950 m ot Moskvy),118800,5,1440,30,53477615,Tsifrovoj supersajt,3960.0,62.57,0.55,0.009,48.0,12.65,498.0,172800.0,758.95,1.52,3600.0,4512.06,11514330,2551.9,181758.0,694.44,96.83,597.62,940025.67,3786.62
Moskva149,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/mkad-030-km-620-m-vneshnyaya-storona-ot-simferopolskogo-shosse-k-novokashirskomu-shosse-storona-a,4,12,720,240,MKAD 030 km 620 m vneshnjaja storona; ot Simferopol'skogo shosse k Novokashirskomu shosse (storona A),174000,5,1440,30,53477615,Tsifrovoj supersajt,5800.0,91.64,0.806,0.013,48.0,12.65,498.0,172800.0,758.95,1.52,3600.0,13548.64,1785343,131.77,181758.0,694.44,66.11,628.33,1545650.67,3786.62
Moskva150,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/mkad-030-km-390-m-vneshnyaya-storona-ot-novokashirskogo-shosse-k-simferopolskomu-shosse-storona-b,4,12,720,240,MKAD 030 km 390 m vneshnjaja storona; ot Novokashirskogo shosse k Simferopol'skomu shosse (storona B),156000,5,1440,30,53477615,Tsifrovoj supersajt,5200.0,82.16,0.722,0.011,48.0,12.65,498.0,172800.0,758.95,1.52,3600.0,13548.64,1785343,131.77,181758.0,694.44,73.74,620.7,1348150.67,3786.62
Moskva151,/moskovskaya-oblast/mytishchi,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-019-km-590-m-ot-moskvy-sleva-2-km990-m-ot-mkad-v-moskvu,4,12,720,240,Jaroslavskoe shosse 019 km 590 m ot Moskvy sleva; (2 km+990 m ot MKAD) v Moskvu,118800,5,1440,30,53477615,Tsifrovoj supersajt,3960.0,62.57,0.55,0.009,48.0,12.65,498.0,172800.0,758.95,1.52,3600.0,4512.06,11514330,2551.9,181758.0,694.44,96.83,597.62,940025.67,3786.62
Moskva152,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-10-km-storona-a,9,12,576,432,Novorizhskoe shosse; 10 km (storona A),163200,10,864,30,53477215,Svetodiodnyj ekran,5440.0,85.95,0.63,0.01,108.0,15.0,590.55,248832.0,720.0,1.22,2304.0,4512.06,11514330,2551.9,702000.0,694.44,272.25,422.19,386625.0,6500.0
Moskva153,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-10-km-storona-b,9,12,576,432,Novorizhskoe shosse; 10 km (storona B),163200,10,864,30,53477215,Svetodiodnyj ekran,5440.0,85.95,0.63,0.01,108.0,15.0,590.55,248832.0,720.0,1.22,2304.0,4512.06,11514330,2551.9,702000.0,694.44,272.25,422.19,386625.0,6500.0
Moskva154,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/1905-goda-begovaya,3,6,720,360,1905 goda - Begovaja,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10346.02,1176611,113.73,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva155,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/60-letiya-oktyabrya-19,3,6,720,360,60-letija Oktjabrja; 19,136290,5,2057,14,53477415,Tsifrovoj bilbord,9735.0,153.81,0.947,0.015,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,12906.01,1437242,111.36,18382.5,694.44,3.98,690.46,3167610.0,1021.25
Moskva156,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/akademika-sakharova-kalanchevskaya-27,3,6,720,360,Akademika Saharova - Kalanchevskaja; 27,162250,5,2057,14,53477415,Tsifrovoj bilbord,11589.29,183.11,1.127,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.35,691.1,3778026.67,1021.25
Moskva157,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-inzhenernaya,3,6,720,360,Altuf'evskoe shosse - Inzhenernaja,162250,5,2057,14,53477415,Tsifrovoj bilbord,11589.29,183.11,1.127,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.35,691.1,3778026.67,1021.25
Moskva158,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-khachaturyana,3,6,720,360,Altuf'evskoe shosse - Hachaturjana,162250,5,2057,14,53477415,Tsifrovoj bilbord,11589.29,183.11,1.127,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.35,691.1,3778026.67,1021.25
Moskva159,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/bolshaya-tulskaya-danilovskiy-val,3,6,720,360,Bol'shaja Tul'skaja - Danilovskij Val,181720,5,2057,14,53477415,Tsifrovoj bilbord,12980.0,205.08,1.262,0.02,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,2.99,691.46,4235735.0,1021.25
Moskva160,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/bolshaya-tulskaya-2-8,3,6,720,360,Bol'shaja Tul'skaja; 2,181720,5,2057,14,53477415,Tsifrovoj bilbord,12980.0,205.08,1.262,0.02,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,2.99,691.46,4235735.0,1021.25
Moskva161,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/butyrskaya-86,3,6,720,360,Butyrskaja; 86,162250,5,2057,14,53477415,Tsifrovoj bilbord,11589.29,183.11,1.127,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.35,691.1,3778026.67,1021.25
Moskva162,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-chongarskiy-bulvar,3,6,720,360,Varshavskoe shosse - Chongarskij bul'var,136290,5,2057,14,53477415,Tsifrovoj bilbord,9735.0,153.81,0.947,0.015,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.98,690.46,3167610.0,1021.25
Moskva163,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/vernadskogo-universitetskiy,3,6,720,360,Vernadskogo - Universitetskij,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva164,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/volgogradskiy-18-1-melnikova,3,6,720,360,Volgogradskij 18/1 - Mel'nikova,162250,5,2057,14,53477415,Tsifrovoj bilbord,11589.29,183.11,1.127,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.35,691.1,3778026.67,1021.25
Moskva165,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-95,3,6,720,360,Volokolamskoe shosse; 95,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10734.73,1001346,93.28,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva166,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-77,3,6,720,360,Volokolamskoe shosse; 77,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10734.73,1001346,93.28,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva167,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse-20-sergeya-makeyeva,3,6,720,360,Zvenigorodskoe shosse; 20 - Sergeja Makeeva,142780,5,2057,14,53477415,Tsifrovoj bilbord,10198.57,161.14,0.992,0.016,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.8,690.64,3320318.33,1021.25
Moskva168,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse-1905-goda,3,6,720,360,Zvenigorodskoe shosse - 1905 goda,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva169,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-132-yasenevaya,3,6,720,360,Kashirskoe shosse; 132 - Jasenevaja,136290,5,2057,14,53477415,Tsifrovoj bilbord,9735.0,153.81,0.947,0.015,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.98,690.46,3167610.0,1021.25
Moskva170,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-30-andropova,3,6,720,360,Kashirskoe shosse; 30 - Andropova,136290,5,2057,14,53477415,Tsifrovoj bilbord,9735.0,153.81,0.947,0.015,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.98,690.46,3167610.0,1021.25
Moskva171,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/komsomolskiy-khamovnicheskiy-val-18,3,6,720,360,Komsomol'skij - Hamovnicheskij Val; 18,181720,5,2057,14,53477415,Tsifrovoj bilbord,12980.0,205.08,1.262,0.02,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.99,691.46,4235735.0,1021.25
Moskva172,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-5,3,6,720,360,Kutuzovskij; 5,227150,5,2057,14,53477415,Tsifrovoj bilbord,16225.0,256.36,1.578,0.025,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.39,692.05,5304068.33,1021.25
Moskva173,/moskva/fili-davydkovo,Moskva,Zapadnyj AO,Fili-Davydkovo,/moskva/kutuzovskiy-rublevskoye-shosse,3,6,720,360,Kutuzovskij - Rublevskoe shosse,227150,5,2057,14,53477415,Tsifrovoj bilbord,16225.0,256.36,1.578,0.025,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.39,692.05,5304068.33,1021.25
Moskva174,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/leningradskiy-49,3,6,720,360,Leningradskij; 49,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10346.02,1176611,113.73,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva175,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskiy-teatralnaya-alleya,3,6,720,360,Leningradskij - Teatral'naja alleja,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10346.02,1176611,113.73,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva176,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-111,3,6,720,360,Leninskij; 111,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,12906.01,1437242,111.36,18382.5,694.44,2.79,691.66,4540943.33,1021.25
Moskva177,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-38,3,6,720,360,Leninskij; 38,194700,5,2057,14,53477415,Tsifrovoj bilbord,13907.14,219.73,1.352,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,12906.01,1437242,111.36,18382.5,694.44,2.79,691.66,4540943.33,1021.25
