pix,price_sec
640000384,11.28
640000384,5.18
640000384,3.47
640000384,15
640000384,5.81
640000480,5.29
640000480,5.29
640000480,2.53
640000480,3.84
640000480,5.8
640000480,5.26
640000480,38.87
640000480,4.94
640000480,1.59
640000480,1.59
640000480,15
640000480,15
640000896,19.15
640000480,15
648000216,10.11
648000216,10.11
648000288,5.19
648000288,5.19
672000288,10.52
672000384,6.44
672000480,10.25
672000480,10.25
672000896,5.08
676000384,3.3
697000382,3.69
704000384,8.16
704000540,8.37
720000240,16.5
720000240,16.5
720000240,24.17
720000240,21.67
720000240,16.5
720000240,2.38
720000288,17.2
720000288,7.08
720000288,17.2
720000288,17.2
720000360,7.6
720000360,7.6
720000360,1.77
720000360,1.77
720000360,1.77
720000360,1.77
720000360,1.77
720000360,18.93
720000360,13.25
720000360,15.78
720000360,15.78
720000360,15.78
720000360,17.67
720000360,17.67
720000360,15.78
720000360,13.25
720000360,18.93
720000360,15.78
720000360,18.93
720000360,18.93
720000360,13.88
720000360,18.93
720000360,13.25
720000360,13.25
720000360,17.67
720000360,22.09
720000360,22.09
720000360,18.93
720000360,18.93
720000360,18.93
720000360,18.93
720000360,18.93
720000360,17.67
720000360,18.93
720000360,18.93
720000360,18.93
720000360,22.09
720000360,15.14
720000360,18.93
720000360,15.78
720000360,18.93
720000360,22.09
720000360,13.25
720000360,15.78
720000360,15.78
720000360,15.14
720000360,15.14
720000360,18.93
720000360,17.67
720000360,18.93
720000360,13.25
720000360,15.78
720000360,15.78
720000360,15.78
720000360,15.78
720000360,3.57
720000360,3.57
720000360,10.8
720000360,10.8
720000360,11.68
720000360,10.58
720000360,11.68
720000360,11.68
720000360,11.68
720000360,10.58
720000360,11.68
720000360,12.77
720000360,12.77
720000360,11.68
720000360,11.68
720000360,11.68
720000360,11.68
720000360,10.58
720000360,12.77
720000360,11.68
720000360,12.77
720000360,11.68
720000360,12.77
720000360,11.68
720000360,12.99
720000360,13.43
720000360,13.42
720000360,13.42
720000360,13.42
720000360,12.99
720000360,12.99
720000360,13.42
720000360,12.77
720000360,13.42
720000360,12.77
720000360,9.49
720000360,11.68
720000360,11.24
720000360,11.68
720000360,11.68
720000360,13.42
720000360,11.68
720000360,12.77
720000360,12.99
720000360,11.68
720000360,13.42
720000360,12.77
720000360,9.49
720000360,13.85
720000360,13.42
720000360,7.21
720000360,7.21
720000360,7.21
720000360,1.14
720000360,1.14
720000360,1.14
720000360,1.14
720000360,1.14
720000380,2.09
720000432,4.8
720000432,4.8
720000432,6.45
720000432,7.21
720000432,6.62
720000480,7.6
720000480,4.3
720000480,3.09
720000504,4.24
720000540,10
720000540,8.33
720000540,6.73
720000540,5.78
720000550,7.21
720000576,13.56
720000576,10.04
720000576,10.53
720000576,9.22
720000576,10.33
720000576,7.6
720000576,7.77
720000576,8.16
720000576,8.67
720000576,9.25
720000576,8.16
720000576,13.33
720000576,5.71
720000576,5.71
720000576,8.77
720000576,4.02
720000576,37.33
720000576,4.71
720000576,3
720000576,5.06
720000576,6.02
720000576,4.74
720000576,4.22
720000576,4.74
720000576,4.22
720000576,4.22
720000576,4.22
720000600,7.21
720000864,25.88
720000480,6.51
720000480,122.06
720000480,3.24
736000576,50.38
768000288,4.55
768000352,5.24
768000352,3.11
768000352,3.11
768000384,6.53
768000448,4.05
768000448,4.69
768000512,12.37
768000512,8.68
768000576,3.24
768000576,2.66
780000360,10.8
786000384,1.74
800000600,10
832000384,28.75
864000288,3.22
864000360,15.03
864000432,1.33
864000456,15.03
864000480,12.66
864000576,20.72
864000720,4.93
884000504,17.05
888000372,15.03
896000420,10.21
896000512,4.05
900000600,1.66
930000300,32.56
930000300,26.78
930000300,41.24
930000300,41.24
930000300,41.24
930000300,41.24
930000300,4.83
930000300,4.23
930000300,4.23
930000300,3.62
930000300,1.97
940000320,14.31
956000575,21.27
960000336,22.92
960000336,22.92
960000480,1.52
960000576,4.71
960000600,3.09
960000672,7.9
9600001728,10.07
960000456,3.75
