article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce
Kaliningrad003,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/chernyakhovskogo-gorkogo-tk-planeta,9,7,480,336,Chernjahovskogo - Gor'kogo (TK "Planeta"),19257,10,96,10,53477215,Svetodiodnyj ekran
Kaliningrad004,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/frunze-28,13,9,448,320,Frunze; 28,19257,10,96,10,53477215,Svetodiodnyj ekran
Kaliningrad005,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/sovetskiy-leytenanta-yanalova-gaydara,5,2.7,1920,1080,Sovetskij - Lejtenanta Janalova - Gajdara,9600,10,90,7,53477215,Svetodiodnyj ekran
Kaliningrad006,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/gorkogo-professora-baranova-tts-akropol,3.8,5,512,384,Gor'kogo - Professora Baranova (TTs "Akropol'"),14553,10,240,7,53477215,Svetodiodnyj ekran
Kaliningrad007,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/gorkogo-gaydara-tts-viktoriya,3,6,864,432,Gor'kogo - Gajdara (TTs "Viktorija"),9000,15,450,7,53477415,Tsifrovoj bilbord
Kirov001,/kirovskaya-oblast,Rossija,Kirovskaja oblast',Kirov,/kirovskaya-oblast/kirov/komsomolskaya-40a,3,4,384,288,Komsomol'skaja 40A,17895,10,320,30,53477215,Svetodiodnyj ekran
Kirov002,/kirovskaya-oblast,Rossija,Kirovskaja oblast',Kirov,/kirovskaya-oblast/kirov/karla-marksa-38,1.9,1.2,160,240,Karla Marksa; 38,9500,10,320,30,53477215,Svetodiodnyj ekran
Kirov003,/kirovskaya-oblast,Rossija,Kirovskaja oblast',Kirov,/kirovskaya-oblast/kirov/vorovskogo-107-tts-basko,5.7,3.8,576,384,Vorovskogo; 107 (TTs "Basko"),7739,10,180,30,53477215,Svetodiodnyj ekran
Krasnodar001,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/rostovskoye-shosse-zipovskaya,3,4,384,256,Rostovskoe shosse - Zipovskaja,9375,5,216,7,53477215,Svetodiodnyj ekran
Krasnodar002,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/vostochno-kruglikovskaya-40-let-pobedy,3,4,384,256,Vostochno-Kruglikovskaja - 40 Let Pobedy,9375,5,216,7,53477215,Svetodiodnyj ekran
Krasnodar003,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/filatova-severnaya,3,5,480,288,Filatova - Severnaja,9375,5,216,7,53477215,Svetodiodnyj ekran
Krasnodar004,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/severnaya-mezhdu-mostami,3,7,672,288,Severnaja (mezhdu mostami),11363,5,216,7,53477215,Svetodiodnyj ekran
Krasnodar005,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/suvorova-gogolya,3,4,384,288,Suvorova - Gogolja,9375,5,216,7,53477215,Svetodiodnyj ekran
Krasnodar006,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/dzerzhinskogo-100-mts-krasnaya-ploshchad,11.2,9,1152,864,Dzerzhinskogo; 100 (MTs "Krasnaja ploschad'"),12936,15,102,7,53477215,Svetodiodnyj ekran
Krasnodar008,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/severnaya-filatova-79-napravleniye-k-trts-sbs-megamoll,5,15,1920,600,Severnaja - Filatova; 79 (napravlenie k TRTs "SBS MegaMoll"),50000,5,720,7,53477615,Tsifrovoj supersajt
Krasnodar009,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/severnaya-filatova-79-napravleniye-v-tsentr,5,15,1920,600,Severnaja - Filatova; 79 (napravlenie v tsentr),50000,5,720,7,53477615,Tsifrovoj supersajt
Krasnodar010,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/machugi-136,5,15,1920,600,Machugi; 136,40000,5,720,7,53477615,Tsifrovoj supersajt
Krasnodar011,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/krasnykh-partizan-491,3,6,720,380,Krasnyh Partizan; 491,11284,5,1080,7,53477415,Tsifrovoj bilbord
Krasnojarsk002,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/muzhestva-shakhterov,12,4,1152,384,Muzhestva  - Shahterov,17052,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk003,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/krasnoyarskiy-rabochiy-199,8,5,384,240,Krasnojarskij rabochij; 199,16435,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk004,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/partizana-zheleznyaka-17-tok-nyuton,9,5,576,320,Partizana Zheleznjaka; 17 (TOK"N'juton"),15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk007,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/partizana-zheleznyaka-19g-zhk-perya,6,4,576,384,Partizana Zheleznjaka; 19D (ZhK "Per'ja"),15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk008,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/aviatorov-alekseyeva-22,6,3,576,288,Aviatorov - Alekseeva; 22,15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk009,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/aerovokzalnaya-1a-tts-aero,6,3,576,288,Aerovokzal'naja; 1a (TTs "Aero"),15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk010,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/karaulnaya-84-storona-a,6,3,576,288,Karaul'naja; 84 (storona A),15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk012,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/kopylova-42-storona-a,4,3,384,288,Kopylova; 42 (storona A),14280,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk014,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/krasnoy-armii-121,4,3,384,288,Krasnoj armii; 121,14280,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk015,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/krasnoy-armii-103,4,3,384,288,Krasnoj armii; 103,14280,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk016,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/9-maya-62,4,3,384,288,9 Maja; 62,14280,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk017,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/9-maya-51a-2,4,3,384,288,9 Maja; 51A/2,14280,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk019,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/metallurgov-51,4,3,384,288,Metallurgov;  51,14280,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk021,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/svobodnyy-48,6,3,576,288,Svobodnyj; 48,15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk022,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/partizana-zheleznyaka-44,6,3,576,288,Partizana Zheleznjaka; 44,15167,10,288,7,53477215,Svetodiodnyj ekran
Krasnojarsk023,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/dubrovinskogo-50,4,3,384,288,Dubrovinskogo; 50,14280,10,288,7,53477215,Svetodiodnyj ekran
Magnitogorsk001,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Magnitogorsk,/celyabinskaya-oblast/magnitogorsk/lenina-zavenyagina,6,4,640,480,Lenina - Zavenjagina,15225,10,288,7,53477215,Svetodiodnyj ekran
Magnitogorsk002,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Magnitogorsk,/celyabinskaya-oblast/magnitogorsk/lenina-gryaznova,5,10,640,480,Lenina - Grjaznova,15225,10,288,7,53477215,Svetodiodnyj ekran
Moskva001,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/60-let-oktyabrya-14-tsrp,3,6,1440,720,60 Let Oktjabrja; 14 (TsRP),347062,5,1728,14,53477415,Tsifrovoj bilbord
Moskva002,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-33-1,3,6,1440,720,Altuf'evskoe shosse; 33/1,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva003,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shose-70-2,3,6,1440,720,Altuf'evskoe shose; 70/2,269144,5,1728,14,53477415,Tsifrovoj bilbord
Moskva004,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/andropova-20-b,3,6,1440,720,Andropova; 20 B,271349,5,1728,14,53477415,Tsifrovoj bilbord
Moskva005,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/andropova-20,3,6,1440,720,Andropova; 20,267641,5,1728,14,53477415,Tsifrovoj bilbord
Moskva006,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/bakinskaya-2,3,6,1440,720,Bakinskaja; 2,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva007,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/besedinskoye-shosse-proyektiruyemyy-proyezd-no-5396,3,6,1440,720,Besedinskoe shosse - Proektiruemyj proezd № 5396,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva008,/moskva/solntsevo,Moskva,Zapadnyj AO,Solntsevo,/moskva/borovskoye-shosse,3,6,1440,720,Borovskoe shosse,249645,5,1728,14,53477415,Tsifrovoj bilbord
Moskva009,/moskva/novo-peredelkino,Moskva,Zapadnyj AO,Novo-Peredelkino,/moskva/borovskoye-shosse-27,3,6,1440,720,Borovskoe shosse; 27,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva010,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/butyrskaya-62,3,6,1440,720,Butyrskaja; 62,316448,5,1728,14,53477415,Tsifrovoj bilbord
Moskva011,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/vavilova-9,3,6,1440,720,Vavilova; 9,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva012,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-2,3,6,1440,720,Varshavskoe shosse; 2,310301,5,1728,14,53477415,Tsifrovoj bilbord
Moskva013,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/vernadskogo-12,3,6,1440,720,Vernadskogo;12,269796,5,1728,14,53477415,Tsifrovoj bilbord
Moskva014,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/vernadskogo-21-2-tsrp,3,6,1440,720,Vernadskogo; 21/2 (TsRP),259341,5,1728,14,53477415,Tsifrovoj bilbord
Moskva015,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/vernadskogo-6,3,6,1440,720,Vernadskogo; 6,282639,5,1728,14,53477415,Tsifrovoj bilbord
Moskva016,/moskva/prospekt-vernadskogo,Moskva,Zapadnyj AO,Prospekt Vernadskogo,/moskva/vernadskogo-79,3,6,1440,720,Vernadskogo; 79,271475,5,1728,14,53477415,Tsifrovoj bilbord
Moskva017,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/verkhniye-polya-56,3,6,1440,720,Verhnie Polja; 56,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva018,/moskva/yuzhnoportovyy,Moskva,Jugo-Vostochnyj AO,Juzhnoportovyj,/moskva/volgogradskiy-32-5,3,6,1440,720,Volgogradskij; 32/5,296858,5,1728,14,53477415,Tsifrovoj bilbord
Moskva019,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-27,3,6,1440,720,Volgogradskij; 27,379229,5,1728,14,53477415,Tsifrovoj bilbord
Moskva020,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-43-1,3,6,1440,720,Volgogradskij 43/1,408512,5,1728,14,53477415,Tsifrovoj bilbord
Moskva021,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/volgogradskiy-17,3,6,1440,720,Volgogradskij; 17,276581,5,1728,14,53477415,Tsifrovoj bilbord
Moskva022,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-65,3,6,1440,720,Volokolamskoe shosse; 65,276581,5,1728,14,53477415,Tsifrovoj bilbord
Moskva023,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-122,3,6,1440,720,Volokolamskoe shosse; 122,373282,5,1728,14,53477415,Tsifrovoj bilbord
Moskva024,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-79,3,6,1440,720,Volokolamskoe shosse; 79,350812,5,1728,14,53477415,Tsifrovoj bilbord
Moskva025,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-86-88,3,6,1440,720,Volokolamskoe shosse; 86-88,373994,5,1728,14,53477415,Tsifrovoj bilbord
Moskva026,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/vorobyevskoye-shosse-2-b,3,6,1440,720,Vorob'evskoe shosse; 2 B,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva027,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/gospitalnaya-naberezhnaya,3,6,1440,720,Gospital'naja naberezhnaja,330609,5,1728,14,53477415,Tsifrovoj bilbord
Moskva028,/moskva/timiryazevskiy,Moskva,Severnyj AO,Timirjazevskij,/moskva/dmitrovskoye-shosse-11,3,6,1440,720,Dmitrovskoe shosse; 11,369539,5,1728,14,53477415,Tsifrovoj bilbord
Moskva029,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/dmitrovskoye-shosse-110,3,6,1440,720,Dmitrovskoe shosse; 110,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva030,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/dmitrovskoye-shosse-153-tsrp,3,6,1440,720,Dmitrovskoe shosse; 153 (TsRP),245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva031,/moskva/timiryazevskiy,Moskva,Severnyj AO,Timirjazevskij,/moskva/dmitrovskoye-shosse-29,3,6,1440,720,Dmitrovskoe shosse; 29,285585,5,1728,14,53477415,Tsifrovoj bilbord
Moskva032,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/dmitrovskoye-shosse-80-85-tsrp,3,6,1440,720,Dmitrovskoe shosse; 80-85 (TsRP),299795,5,1728,14,53477415,Tsifrovoj bilbord
Moskva033,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/zhukova-marshala-4,3,6,1440,720,Zhukova Marshala; 4,275104,5,1728,14,53477415,Tsifrovoj bilbord
Moskva034,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/zhukova-marshala-43,3,6,1440,720,Zhukova Marshala; 43,322280,5,1728,14,53477415,Tsifrovoj bilbord
Moskva035,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse,3,6,1440,720,Zvenigorodskoe shosse,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva036,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse-13,3,6,1440,720,Zvenigorodskoe shosse; 13,279635,5,1728,14,53477415,Tsifrovoj bilbord
Moskva037,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse-26,3,6,1440,720,Zvenigorodskoe shosse; 26,250398,5,1728,14,53477415,Tsifrovoj bilbord
Moskva038,/moskva/perovo,Moskva,Vostochnyj AO,Perovo,/moskva/zelenyy-12,3,6,1440,720,Zelenyj; 12,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva039,/moskva/novogireyevo,Moskva,Vostochnyj AO,Novogireevo,/moskva/zelenyy-60,3,6,1440,720,Zelenyj; 60,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva040,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-69,3,6,1440,720,Kashirskoe shosse; 69,348493,5,1728,14,53477415,Tsifrovoj bilbord
Moskva041,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-19,3,6,1440,720,Kashirskoe shosse; 19,269796,5,1728,14,53477415,Tsifrovoj bilbord
Moskva042,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-32,3,6,1440,720,Kashirskoe shosse; 32,255624,5,1728,14,53477415,Tsifrovoj bilbord
Moskva043,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-49,3,6,1440,720,Kashirskoe shosse; 49,350055,5,1728,14,53477415,Tsifrovoj bilbord
Moskva044,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/komsomolskiy-37,3,6,1440,720,Komsomol'skij; 37,284835,5,1728,14,53477415,Tsifrovoj bilbord
Moskva045,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/korovinskoye-shosse-16,3,6,1440,720,Korovinskoe shosse; 16,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva046,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/koroleva-akademika-12-19,3,6,1440,720,Koroleva Akademika; 12-19,279635,5,1728,14,53477415,Tsifrovoj bilbord
Moskva047,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-slavyanskiy-bulvar-1,3,6,1440,720,Kutuzovskij (Slavjanskij bul'var; 1),343277,5,1728,14,53477415,Tsifrovoj bilbord
Moskva048,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-1-7,3,6,1440,720,Kutuzovskij; 1/7,352276,5,1728,14,53477415,Tsifrovoj bilbord
Moskva049,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-14,3,6,1440,720,Kutuzovskij; 14,327538,5,1728,14,53477415,Tsifrovoj bilbord
Moskva050,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-st-m-park-pobedy,3,6,1440,720,Kutuzovskij (st.m. "Park Pobedy"),517095,5,1728,14,53477415,Tsifrovoj bilbord
Moskva051,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-46,3,6,1440,720,Kutuzovskij; 46,517095,5,1728,14,53477415,Tsifrovoj bilbord
Moskva052,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-45,3,6,1440,720,Kutuzovskij; 45,511113,5,1728,14,53477415,Tsifrovoj bilbord
Moskva053,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-52,3,6,1440,720,Kutuzovskij; 52,503614,5,1728,14,53477415,Tsifrovoj bilbord
Moskva054,/moskva/fili-davydkovo,Moskva,Zapadnyj AO,Fili-Davydkovo,/moskva/kutuzovskiy-86,3,6,1440,720,Kutuzovskij; 86,327538,5,1728,14,53477415,Tsifrovoj bilbord
Moskva055,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskiy-68-72,3,6,1440,720,Leningradskij; 68-72,352276,5,1728,14,53477415,Tsifrovoj bilbord
Moskva056,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskoye-shosse-110,3,6,1440,720,Leningradskoe shosse; 110,327538,5,1728,14,53477415,Tsifrovoj bilbord
Moskva057,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskoye-shosse-21,3,6,1440,720,Leningradskoe shosse; 21,463167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva058,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskoye-shosse-50,3,6,1440,720,Leningradskoe shosse; 50,350055,5,1728,14,53477415,Tsifrovoj bilbord
Moskva059,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskoye-shosse-64,3,6,1440,720,Leningradskoe shosse; 64,444485,5,1728,14,53477415,Tsifrovoj bilbord
Moskva060,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskoye-shosse-9-1,3,6,1440,720,Leningradskoe shosse 9/1,355276,5,1728,14,53477415,Tsifrovoj bilbord
Moskva061,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskoye-shosse-46,3,6,1440,720,Leningradskoe shosse; 46,327538,5,1728,14,53477415,Tsifrovoj bilbord
Moskva062,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-131-g,3,6,1440,720,Leninskij; 131 G,376201,5,1728,14,53477415,Tsifrovoj bilbord
Moskva063,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-60-letiya-oktyabrya,3,6,1440,720,Leninskij - 60-letija Oktjabrja,337342,5,1728,14,53477415,Tsifrovoj bilbord
Moskva064,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/lomonosovskiy-27-4,3,6,1440,720,Lomonosovskij; 27/4,298378,5,1728,14,53477415,Tsifrovoj bilbord
Moskva065,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/lyublinskaya-151,3,6,1440,720,Ljublinskaja; 151,263104,5,1728,14,53477415,Tsifrovoj bilbord
Moskva066,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/lyublinskaya-4-b,3,6,1440,720,Ljublinskaja; 4 B,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva067,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/lyublinskaya-50-1,3,6,1440,720,Ljublinskaja; 50/1,283337,5,1728,14,53477415,Tsifrovoj bilbord
Moskva068,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/minskaya-2,3,6,1440,720,Minskaja; 2,302120,5,1728,14,53477415,Tsifrovoj bilbord
Moskva069,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-105,3,6,1440,720,Mira; 105,347810,5,1728,14,53477415,Tsifrovoj bilbord
Moskva070,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-150,3,6,1440,720,Mira; 150,338839,5,1728,14,53477415,Tsifrovoj bilbord
Moskva071,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/mira-69,3,6,1440,720,Mira; 69,360587,5,1728,14,53477415,Tsifrovoj bilbord
Moskva072,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/michurinskiy-8-tsrp,3,6,1440,720,Michurinskij; 8 (TsRP),327538,5,1728,14,53477415,Tsifrovoj bilbord
Moskva073,/moskva/troparevo-nikulino,Moskva,Zapadnyj AO,Troparevo-Nikulino,/moskva/michurinskiy-olimpiyskoy-derevni-21,3,6,1440,720,Michurinskij - Olimpijskoj derevni; 21,291530,5,1728,14,53477415,Tsifrovoj bilbord
Moskva074,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/michurinskiy-3,3,6,1440,720,Michurinskij; 3,268393,5,1728,14,53477415,Tsifrovoj bilbord
Moskva075,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/nametkina-9,3,6,1440,720,Nametkina; 9,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva076,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/nizhegorodskaya-15-15-a,3,6,1440,720,Nizhegorodskaja; 15-15 A,273603,5,1728,14,53477415,Tsifrovoj bilbord
Moskva077,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/novoslobodskaya-62-1,3,6,1440,720,Novoslobodskaja; 62/1,291530,5,1728,14,53477415,Tsifrovoj bilbord
