article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce
Moskva078,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/novospasskiy-9,3,6,1440,720,Novospasskij; 9,266889,5,1728,14,53477415,Tsifrovoj bilbord
Moskva079,/moskva/shchukino,Moskva,Severo-Zapadnyj AO,Schukino,/moskva/novoshchukinskaya-3,3,6,1440,720,Novoschukinskaja; 3,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva080,/moskva/ochakovo-matveyevskoye,Moskva,Zapadnyj AO,Ochakovo-Matveevskoe,/moskva/ozernaya-37,3,6,1440,720,Ozernaja; 37,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva081,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/olimpiyskiy-13,3,6,1440,720,Olimpijskij; 13,271349,5,1728,14,53477415,Tsifrovoj bilbord
Moskva082,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/olimpiyskiy-18-1,3,6,1440,720,Olimpijskij; 18/1,259341,5,1728,14,53477415,Tsifrovoj bilbord
Moskva083,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ostashkovskaya-25-shirokaya,3,6,1440,720,Ostashkovskaja; 25 - Shirokaja,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva084,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/proletarskiy-1,3,6,1440,720,Proletarskij; 1,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva085,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-98,3,6,1440,720,Profsojuznaja; 98,341876,5,1728,14,53477415,Tsifrovoj bilbord
Moskva086,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-144,3,6,1440,720,Profsojuznaja; 144,359839,5,1728,14,53477415,Tsifrovoj bilbord
Moskva087,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-21,3,6,1440,720,Profsojuznaja; 21,298323,5,1728,14,53477415,Tsifrovoj bilbord
Moskva088,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-46,3,6,1440,720,Profsojuznaja; 46,341813,5,1728,14,53477415,Tsifrovoj bilbord
Moskva089,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-62,3,6,1440,720,Profsojuznaja; 62,276581,5,1728,14,53477415,Tsifrovoj bilbord
Moskva090,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-13,3,6,1440,720,Profsojuznaja; 13,310301,5,1728,14,53477415,Tsifrovoj bilbord
Moskva091,/moskva/fili-davydkovo,Moskva,Zapadnyj AO,Fili-Davydkovo,/moskva/rublevskoye-shosse-10,3,6,1440,720,Rublevskoe shosse; 10,276658,5,1728,14,53477415,Tsifrovoj bilbord
Moskva092,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevskoye-shosse-127,3,6,1440,720,Rublevskoe shosse; 127,260846,5,1728,14,53477415,Tsifrovoj bilbord
Moskva093,/moskva/krylatskoye,Moskva,Zapadnyj AO,Krylatskoe,/moskva/rublevskoye-shosse-62,3,6,1440,720,Rublevskoe shosse; 62,260846,5,1728,14,53477415,Tsifrovoj bilbord
Moskva094,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevskoye-shosse-ivana-franko,3,6,1440,720,Rublevskoe shosse - Ivana Franko,314066,5,1728,14,53477415,Tsifrovoj bilbord
Moskva095,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/ryazanskiy-105,3,6,1440,720,Rjazanskij; 105,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva096,/moskva/yuzhnoportovyy,Moskva,Jugo-Vostochnyj AO,Juzhnoportovyj,/moskva/saykina-11,3,6,1440,720,Sajkina; 11,271349,5,1728,14,53477415,Tsifrovoj bilbord
Moskva097,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sakharova-akademika-40,3,6,1440,720,Saharova Akademika; 40,337310,5,1728,14,53477415,Tsifrovoj bilbord
Moskva098,/moskva/tushino-yuzhnoye,Moskva,Severo-Zapadnyj AO,Tushino Juzhnoe,/moskva/svobody-45,3,6,1440,720,Svobody; 45,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva099,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/sevastopolskiy-39,3,6,1440,720,Sevastopol'skij; 39,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva100,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/semenovskaya-bolshaya-32,3,6,1440,720,Semenovskaja Bol'shaja; 32,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva101,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sergiya-radonezhskogo-rogozhskiy-val,3,6,1440,720,Sergija Radonezhskogo - Rogozhskij Val,293857,5,1728,14,53477415,Tsifrovoj bilbord
Moskva102,/moskva/strogino,Moskva,Severo-Zapadnyj AO,Strogino,/moskva/stroginskoye-shosse,3,6,1440,720,Stroginskoe shosse,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva103,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/novaya-bashilovka-petrovsko-razumovskaya-alleya-ttk,3,6,1440,720,Novaja Bashilovka - Petrovsko - Razumovskaja alleja (TTK),398695,5,1728,14,53477415,Tsifrovoj bilbord
Moskva104,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sushchevskiy-val-67-ttk,3,6,1440,720,Suschevskij Val; 67 (TTK),403175,5,1728,14,53477415,Tsifrovoj bilbord
Moskva105,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sushchevskiy-val-31-ttk,3,6,1440,720,Suschevskij Val; 31 (TTK),391226,5,1728,14,53477415,Tsifrovoj bilbord
Moskva106,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sushchevskiy-val-60-olimpiyskiy-ttk,3,6,1440,720,Suschevskij val; 60 - Olimpijskij (TTK),332806,5,1728,14,53477415,Tsifrovoj bilbord
Moskva107,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/nizhnyaya-maslovka-5-ttk,3,6,1440,720,Nizhnjaja Maslovka; 5 (TTK),341876,5,1728,14,53477415,Tsifrovoj bilbord
Moskva108,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/maslovka-nizhnyaya-8-bashilovskaya-ttk,3,6,1440,720,Maslovka Nizhnjaja; 8 - Bashilovskaja (TTK),358268,5,1728,14,53477415,Tsifrovoj bilbord
Moskva109,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/ttk-zvenigorodskoye-shosse,3,6,1440,720,TTK - Zvenigorodskoe shosse,338839,5,1728,14,53477415,Tsifrovoj bilbord
Moskva110,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/khoroshevskoye-shosse-82,3,6,1440,720,Horoshevskoe shosse; 82,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva111,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/cherkizovskaya-bolshaya-11,3,6,1440,720,Cherkizovskaja Bol'shaja;11,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva112,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sheremetyevskaya-10,3,6,1440,720,Sheremet'evskaja; 10,245167,5,1728,14,53477415,Tsifrovoj bilbord
Moskva113,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/shmitovskiy-31,3,6,1440,720,Shmitovskij; 31,259341,5,1728,14,53477415,Tsifrovoj bilbord
Moskva114,/moskva/golyanovo,Moskva,Vostochnyj AO,Gol'janovo,/moskva/shchelkovskoye-shosse-11,3,6,1440,720,Schelkovskoe shosse; 11,299045,5,1728,14,53477415,Tsifrovoj bilbord
Moskva115,/moskva/perovo,Moskva,Vostochnyj AO,Perovo,/moskva/entuziastov-shosse-76,3,6,1440,720,Entuziastov shosse; 76,293857,5,1728,14,53477415,Tsifrovoj bilbord
Moskva116,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevo-uspenskoye-shosse-0km-storona-a,3,6,600,360,Rublevo - Uspenskoe shosse; 0km (storona A),32830,6,1920,7,53477415,Tsifrovoj bilbord
Moskva117,/moskva/kuntsevo,Moskva,Zapadnyj AO,Kuntsevo,/moskva/rublevo-uspenskoye-shosse-0km-storona-b,3,6,600,360,Rublevo - Uspenskoe shosse; 0km (storona B),30818,6,1920,7,53477415,Tsifrovoj bilbord
Moskva118,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/a-105-rush-8km926m,2.7,3.7,576,432,A-105 RUSh 8km+926m,25970,6,5760,7,62914415,Tsifrovoj sitibord
Moskva119,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/zhukovka-70-veranda-u-dachi,3,6,600,360,Zhukovka; 70 (Veranda u Dachi),30818,6,1920,7,53477415,Tsifrovoj bilbord
Moskva120,/moskovskaya-oblast/mytishchi,Rossija,Moskovskaja oblast',Moskva,/moskva/mkad-91-y-kilometr-g-mytishchi-ul-tsentralnaya-d-15-19,5,15,1140,480,MKAD; 91-j kilometr (g. Mytischi; ul. Tsentral'naja d. 15-19),65333,6,1800,7,53477615,Tsifrovoj supersajt
Moskva121,/moskovskaya-oblast/razdory,Rossija,Moskovskaja oblast',Moskva,/moskva/rublevo-uspenskoye-shosse-4km870m-storona-a,3,6,600,360,Rublevo - Uspenskoe shosse 4km+870m (storona A),32830,6,1920,7,53477415,Tsifrovoj bilbord
Moskva122,/moskovskaya-oblast/razdory,Rossija,Moskovskaja oblast',Moskva,/moskva/rublevo-uspenskoye-shosse-4km870m-storona-b,3,6,600,360,Rublevo - Uspenskoe shosse 4km+870m (storona B),30818,6,1920,7,53477415,Tsifrovoj bilbord
Moskva147,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/gorkovskoye-shosse-17-km-370-m-ot-moskvy,4,12,720,240,Gor'kovskoe shosse (17 km 370 m ot Moskvy),118800,5,1440,30,53477615,Tsifrovoj supersajt
Moskva148,/moskovskaya-oblast/mytishchi,Rossija,Moskovskaja oblast',Moskva,/moskva/dmitrovskoye-shosse-23-km-950-m-ot-moskvy,4,12,720,240,Dmitrovskoe shosse (23 km 950 m ot Moskvy),118800,5,1440,30,53477615,Tsifrovoj supersajt
Moskva149,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/mkad-030-km-620-m-vneshnyaya-storona-ot-simferopolskogo-shosse-k-novokashirskomu-shosse-storona-a,4,12,720,240,MKAD 030 km 620 m vneshnjaja storona; ot Simferopol'skogo shosse k Novokashirskomu shosse (storona A),174000,5,1440,30,53477615,Tsifrovoj supersajt
Moskva150,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/mkad-030-km-390-m-vneshnyaya-storona-ot-novokashirskogo-shosse-k-simferopolskomu-shosse-storona-b,4,12,720,240,MKAD 030 km 390 m vneshnjaja storona; ot Novokashirskogo shosse k Simferopol'skomu shosse (storona B),156000,5,1440,30,53477615,Tsifrovoj supersajt
Moskva151,/moskovskaya-oblast/mytishchi,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-019-km-590-m-ot-moskvy-sleva-2-km990-m-ot-mkad-v-moskvu,4,12,720,240,Jaroslavskoe shosse 019 km 590 m ot Moskvy sleva; (2 km+990 m ot MKAD) v Moskvu,118800,5,1440,30,53477615,Tsifrovoj supersajt
Moskva152,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-10-km-storona-a,9,12,576,432,Novorizhskoe shosse; 10 km (storona A),163200,10,864,30,53477215,Svetodiodnyj ekran
Moskva153,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-10-km-storona-b,9,12,576,432,Novorizhskoe shosse; 10 km (storona B),163200,10,864,30,53477215,Svetodiodnyj ekran
Moskva154,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/1905-goda-begovaya,3,6,720,360,1905 goda - Begovaja,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva155,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/60-letiya-oktyabrya-19,3,6,720,360,60-letija Oktjabrja; 19,136290,5,2057,14,53477415,Tsifrovoj bilbord
Moskva156,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/akademika-sakharova-kalanchevskaya-27,3,6,720,360,Akademika Saharova - Kalanchevskaja; 27,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva157,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-inzhenernaya,3,6,720,360,Altuf'evskoe shosse - Inzhenernaja,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva158,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-khachaturyana,3,6,720,360,Altuf'evskoe shosse - Hachaturjana,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva159,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/bolshaya-tulskaya-danilovskiy-val,3,6,720,360,Bol'shaja Tul'skaja - Danilovskij Val,181720,5,2057,14,53477415,Tsifrovoj bilbord
Moskva160,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/bolshaya-tulskaya-2-8,3,6,720,360,Bol'shaja Tul'skaja; 2,181720,5,2057,14,53477415,Tsifrovoj bilbord
Moskva161,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/butyrskaya-86,3,6,720,360,Butyrskaja; 86,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva162,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-chongarskiy-bulvar,3,6,720,360,Varshavskoe shosse - Chongarskij bul'var,136290,5,2057,14,53477415,Tsifrovoj bilbord
Moskva163,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/vernadskogo-universitetskiy,3,6,720,360,Vernadskogo - Universitetskij,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva164,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/volgogradskiy-18-1-melnikova,3,6,720,360,Volgogradskij 18/1 - Mel'nikova,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva165,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-95,3,6,720,360,Volokolamskoe shosse; 95,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva166,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-77,3,6,720,360,Volokolamskoe shosse; 77,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva167,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse-20-sergeya-makeyeva,3,6,720,360,Zvenigorodskoe shosse; 20 - Sergeja Makeeva,142780,5,2057,14,53477415,Tsifrovoj bilbord
Moskva168,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/zvenigorodskoye-shosse-1905-goda,3,6,720,360,Zvenigorodskoe shosse - 1905 goda,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva169,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-132-yasenevaya,3,6,720,360,Kashirskoe shosse; 132 - Jasenevaja,136290,5,2057,14,53477415,Tsifrovoj bilbord
Moskva170,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-30-andropova,3,6,720,360,Kashirskoe shosse; 30 - Andropova,136290,5,2057,14,53477415,Tsifrovoj bilbord
Moskva171,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/komsomolskiy-khamovnicheskiy-val-18,3,6,720,360,Komsomol'skij - Hamovnicheskij Val; 18,181720,5,2057,14,53477415,Tsifrovoj bilbord
Moskva172,/moskva/zapadnyy-ao,Moskva,Zapadnyj AO,Zapadnyj AO,/moskva/kutuzovskiy-5,3,6,720,360,Kutuzovskij; 5,227150,5,2057,14,53477415,Tsifrovoj bilbord
Moskva173,/moskva/fili-davydkovo,Moskva,Zapadnyj AO,Fili-Davydkovo,/moskva/kutuzovskiy-rublevskoye-shosse,3,6,720,360,Kutuzovskij - Rublevskoe shosse,227150,5,2057,14,53477415,Tsifrovoj bilbord
Moskva174,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/leningradskiy-49,3,6,720,360,Leningradskij; 49,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva175,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/leningradskiy-teatralnaya-alleya,3,6,720,360,Leningradskij - Teatral'naja alleja,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva176,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-111,3,6,720,360,Leninskij; 111,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva177,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-38,3,6,720,360,Leninskij; 38,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva178,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/leninskiy-lomonosovskiy,3,6,720,360,Leninskij - Lomonosovskij,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva179,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/lomonosovskiy-michurinskiy,3,6,720,360,Lomonosovskij - Michurinskij,181720,5,2057,14,53477415,Tsifrovoj bilbord
Moskva180,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-163,3,6,720,360,Mira; 163,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva181,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/mira-79-rizhskaya-ploshchad,3,6,720,360,Mira; 79 (Rizhskaja ploschad'),194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva182,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/mira-92-rizhskaya-ploshchad,3,6,720,360,Mira; 92 (Rizhskaja ploschad'),194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva183,/moskva/mozhayskiy,Moskva,Zapadnyj AO,Mozhajskij,/moskva/mozhayskoye-shosse-3,3,6,720,360,Mozhajskoe shosse; 3,227150,5,2057,14,53477415,Tsifrovoj bilbord
Moskva184,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/nizhegorodskaya-1,3,6,720,360,Nizhegorodskaja; 1,155760,5,2057,14,53477415,Tsifrovoj bilbord
Moskva185,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/novoslobodskaya-49-2,3,6,720,360,Novoslobodskaja; 49/2,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva186,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/preobrazhenskaya-ploshchad,3,6,720,360,Preobrazhenskaja ploschad',162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva187,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/profsoyuznaya-26-44-nakhimovskiy,3,6,720,360,Profsojuznaja; 26/44 - Nahimovskij,194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva188,/moskva/fili-davydkovo,Moskva,Zapadnyj AO,Fili-Davydkovo,/moskva/rublevskoye-shosse-kutuzovskiy,3,6,720,360,Rublevskoe shosse - Kutuzovskij,227150,5,2057,14,53477415,Tsifrovoj bilbord
Moskva189,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/rubtsovskaya-naberezhnaya-2-gospitalnyy-most,3,6,720,360,Rubtsovskaja naberezhnaja; 2 - Gospital'nyj most,136290,5,2057,14,53477415,Tsifrovoj bilbord
Moskva190,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/ryazanskiy-2-gipermarket-ashan,3,6,720,360,Rjazanskij; 2 (Gipermarket Ashan),162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva191,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/ryazanskiy-57-lukhovitskaya,3,6,720,360,Rjazanskij; 57 - Luhovitskaja,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva192,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/sergiya-radonezhskogo-2,3,6,720,360,Sergija Radonezhskogo; 2,155760,5,2057,14,53477415,Tsifrovoj bilbord
Moskva193,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/simonovskiy-val-2,3,6,720,360,Simonovskij Val; 2,155760,5,2057,14,53477415,Tsifrovoj bilbord
Moskva194,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sushchevskiy-val-ttk-posle-vyyezda-s-dvintsev,3,6,720,360,Suschevskij Val; (TTK; posle vyezda s Dvintsev),194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva195,/moskva/tsentralnyy-ao,Moskva,Tsentral'nyj AO,Tsentral'nyj AO,/moskva/taganskaya-ploshchad-bolshiye-kamenshchiki,3,6,720,360,Taganskaja ploschad' - Bol'shie Kamenschiki,181720,5,2057,14,53477415,Tsifrovoj bilbord
Moskva196,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/ttk-vnutrennyaya-storona-s-yezd-s-begovoy-ulitsy-na-ulitsu-1905-goda,3,6,720,360,TTK (vnutrennjaja storona; s'ezd s Begovoj ulitsy na ulitsu 1905 goda),194700,5,2057,14,53477415,Tsifrovoj bilbord
Moskva197,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/khoroshevskoye-shosse-80,3,6,720,360,Horoshevskoe shosse; 80,136290,5,2057,14,53477415,Tsifrovoj bilbord
Moskva198,/moskva/izmaylovo-severnoye,Moskva,Vostochnyj AO,Izmajlovo Severnoe,/moskva/shchelkovskoye-shosse-24,3,6,720,360,Schelkovskoe shosse; 24,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva199,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/entuziastov-shosse-17,3,6,720,360,Entuziastov shosse; 17,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva200,/moskva/perovo,Moskva,Vostochnyj AO,Perovo,/moskva/entuziastov-shosse-34,3,6,720,360,Entuziastov shosse; 34,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva201,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-2,3,6,720,360,Jaroslavskoe shosse; 2,162250,5,2057,14,53477415,Tsifrovoj bilbord
Moskva205,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/lenina-65,4,6,640,480,Lenina; 65,24300,10,960,10,53477215,Svetodiodnyj ekran
Moskva206,/moskovskaya-oblast/solnechnogorsk,Rossija,Moskovskaja oblast',Moskva,/moskva/sovetskaya-ploshchad,4,6,573,384,Sovetskaja ploschad',14630,10,960,7,53477215,Svetodiodnyj ekran
Moskva207,/moskovskaya-oblast/solnechnogorsk,Rossija,Moskovskaja oblast',Moskva,/moskva/krasnaya-120a,3,6,960,480,Krasnaja; 120A,14630,10,960,7,53477415,Tsifrovoj bilbord
Moskva208,/moskovskaya-oblast/yurlovo,Rossija,Moskovskaja oblast',Moskva,/moskva/pyatnitskoye-shosse,3,6,786,384,Pjatnitskoe shosse,24300,10,1400,10,53477415,Tsifrovoj bilbord
Moskva210,/moskva/yugo-zapadnyy-ao,Moskva,Jugo-Zapadnyj AO,Jugo-Zapadnyj AO,/moskva/stantsiya-mtsk-ploshchad-gagarina,1.2,1.8,320,448,Stantsija MTsK "Ploschad' Gagarina",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva211,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/stantsiya-mtsk-shosse-entuziastov,1.2,1.8,320,448,Stantsija MTsK "Shosse Entuziastov",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva212,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/stantsiya-mtsk-luzhniki,1.2,1.8,320,448,Stantsija MTsK "Luzhniki",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva213,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/stantsiya-mtsk-vladykino,1.2,1.8,320,448,Stantsija MTsK "Vladykino",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva214,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/stantsiya-mtsk-botanicheskiy-sad,1.2,1.8,320,448,Stantsija MTsK "Botanicheskij Sad",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva215,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/stantsiya-mtsk-kutuzovskaya,1.2,1.8,320,448,Stantsija MTsK "Kutuzovskaja",67704,5,1170,30,55564215,Tsifrovoj siti-format
