article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce
Москва024,/moskva/severo-zapadnyy-ao,Москва,Северо-Западный АО,Северо-Западный АО,/moskva/volokolamskoye-shosse-79,3,6,1440,720,Волоколамское шоссе; 79,350812,5,1728,14,53477415,Цифровой билборд
Москва025,/moskva/severo-zapadnyy-ao,Москва,Северо-Западный АО,Северо-Западный АО,/moskva/volokolamskoye-shosse-86-88,3,6,1440,720,Волоколамское шоссе; 86-88,373994,5,1728,14,53477415,Цифровой билборд
Москва026,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/vorobyevskoye-shosse-2-b,3,6,1440,720,Воробьевское шоссе; 2 Б,245167,5,1728,14,53477415,Цифровой билборд
Москва027,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/gospitalnaya-naberezhnaya,3,6,1440,720,Госпитальная набережная,330609,5,1728,14,53477415,Цифровой билборд
Москва028,/moskva/timiryazevskiy,Москва,Северный АО,Тимирязевский,/moskva/dmitrovskoye-shosse-11,3,6,1440,720,Дмитровское шоссе; 11,369539,5,1728,14,53477415,Цифровой билборд
Москва029,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/dmitrovskoye-shosse-110,3,6,1440,720,Дмитровское шоссе; 110,245167,5,1728,14,53477415,Цифровой билборд
Москва030,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/dmitrovskoye-shosse-153-tsrp,3,6,1440,720,Дмитровское шоссе; 153 (ЦРП),245167,5,1728,14,53477415,Цифровой билборд
Москва031,/moskva/timiryazevskiy,Москва,Северный АО,Тимирязевский,/moskva/dmitrovskoye-shosse-29,3,6,1440,720,Дмитровское шоссе; 29,285585,5,1728,14,53477415,Цифровой билборд
Москва032,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/dmitrovskoye-shosse-80-85-tsrp,3,6,1440,720,Дмитровское шоссе; 80-85 (ЦРП),299795,5,1728,14,53477415,Цифровой билборд
Москва033,/moskva/khoroshevo-mnevniki,Москва,Северо-Западный АО,Хорошево-Мневники,/moskva/zhukova-marshala-4,3,6,1440,720,Жукова Маршала; 4,275104,5,1728,14,53477415,Цифровой билборд
Москва034,/moskva/khoroshevo-mnevniki,Москва,Северо-Западный АО,Хорошево-Мневники,/moskva/zhukova-marshala-43,3,6,1440,720,Жукова Маршала; 43,322280,5,1728,14,53477415,Цифровой билборд
Москва035,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/zvenigorodskoye-shosse,3,6,1440,720,Звенигородское шоссе,245167,5,1728,14,53477415,Цифровой билборд
Москва036,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/zvenigorodskoye-shosse-13,3,6,1440,720,Звенигородское шоссе; 13,279635,5,1728,14,53477415,Цифровой билборд
Москва037,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/zvenigorodskoye-shosse-26,3,6,1440,720,Звенигородское шоссе; 26,250398,5,1728,14,53477415,Цифровой билборд
Москва038,/moskva/perovo,Москва,Восточный АО,Перово,/moskva/zelenyy-12,3,6,1440,720,Зеленый; 12,245167,5,1728,14,53477415,Цифровой билборд
Москва039,/moskva/novogireyevo,Москва,Восточный АО,Новогиреево,/moskva/zelenyy-60,3,6,1440,720,Зеленый; 60,245167,5,1728,14,53477415,Цифровой билборд
Москва040,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/kashirskoye-shosse-69,3,6,1440,720,Каширское шоссе; 69,348493,5,1728,14,53477415,Цифровой билборд
Москва041,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/kashirskoye-shosse-19,3,6,1440,720,Каширское шоссе; 19,269796,5,1728,14,53477415,Цифровой билборд
Москва042,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/kashirskoye-shosse-32,3,6,1440,720,Каширское шоссе; 32,255624,5,1728,14,53477415,Цифровой билборд
Москва043,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/kashirskoye-shosse-49,3,6,1440,720,Каширское шоссе; 49,350055,5,1728,14,53477415,Цифровой билборд
Москва044,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/komsomolskiy-37,3,6,1440,720,Комсомольский; 37,284835,5,1728,14,53477415,Цифровой билборд
Москва045,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/korovinskoye-shosse-16,3,6,1440,720,Коровинское шоссе; 16,245167,5,1728,14,53477415,Цифровой билборд
Москва046,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/koroleva-akademika-12-19,3,6,1440,720,Королева Академика; 12-19,279635,5,1728,14,53477415,Цифровой билборд
Москва047,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-slavyanskiy-bulvar-1,3,6,1440,720,Кутузовский (Славянский бульвар; 1),343277,5,1728,14,53477415,Цифровой билборд
Москва048,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-1-7,3,6,1440,720,Кутузовский; 1/7,352276,5,1728,14,53477415,Цифровой билборд
Москва049,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-14,3,6,1440,720,Кутузовский; 14,327538,5,1728,14,53477415,Цифровой билборд
Москва050,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-st-m-park-pobedy,3,6,1440,720,Кутузовский (ст.м. "Парк Победы"),517095,5,1728,14,53477415,Цифровой билборд
Москва051,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-46,3,6,1440,720,Кутузовский; 46,517095,5,1728,14,53477415,Цифровой билборд
Москва052,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-45,3,6,1440,720,Кутузовский; 45,511113,5,1728,14,53477415,Цифровой билборд
Москва053,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-52,3,6,1440,720,Кутузовский; 52,503614,5,1728,14,53477415,Цифровой билборд
Москва054,/moskva/fili-davydkovo,Москва,Западный АО,Фили-Давыдково,/moskva/kutuzovskiy-86,3,6,1440,720,Кутузовский; 86,327538,5,1728,14,53477415,Цифровой билборд
Москва055,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskiy-68-72,3,6,1440,720,Ленинградский; 68-72,352276,5,1728,14,53477415,Цифровой билборд
Москва056,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskoye-shosse-110,3,6,1440,720,Ленинградское шоссе; 110,327538,5,1728,14,53477415,Цифровой билборд
Москва057,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskoye-shosse-21,3,6,1440,720,Ленинградское шоссе; 21,463167,5,1728,14,53477415,Цифровой билборд
Москва058,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskoye-shosse-50,3,6,1440,720,Ленинградское шоссе; 50,350055,5,1728,14,53477415,Цифровой билборд
Москва059,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskoye-shosse-64,3,6,1440,720,Ленинградское шоссе; 64,444485,5,1728,14,53477415,Цифровой билборд
Москва060,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskoye-shosse-9-1,3,6,1440,720,Ленинградское шоссе 9/1,355276,5,1728,14,53477415,Цифровой билборд
Москва061,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskoye-shosse-46,3,6,1440,720,Ленинградское шоссе; 46,327538,5,1728,14,53477415,Цифровой билборд
Москва062,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/leninskiy-131-g,3,6,1440,720,Ленинский; 131 Г,376201,5,1728,14,53477415,Цифровой билборд
Москва063,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/leninskiy-60-letiya-oktyabrya,3,6,1440,720,Ленинский - 60-летия Октября,337342,5,1728,14,53477415,Цифровой билборд
Москва064,/moskva/ramenki,Москва,Западный АО,Раменки,/moskva/lomonosovskiy-27-4,3,6,1440,720,Ломоносовский; 27/4,298378,5,1728,14,53477415,Цифровой билборд
Москва065,/moskva/yugo-vostochnyy-ao,Москва,Юго-Восточный АО,Юго-Восточный АО,/moskva/lyublinskaya-151,3,6,1440,720,Люблинская; 151,263104,5,1728,14,53477415,Цифровой билборд
Москва066,/moskva/yugo-vostochnyy-ao,Москва,Юго-Восточный АО,Юго-Восточный АО,/moskva/lyublinskaya-4-b,3,6,1440,720,Люблинская; 4 Б,245167,5,1728,14,53477415,Цифровой билборд
Москва067,/moskva/yugo-vostochnyy-ao,Москва,Юго-Восточный АО,Юго-Восточный АО,/moskva/lyublinskaya-50-1,3,6,1440,720,Люблинская; 50/1,283337,5,1728,14,53477415,Цифровой билборд
Москва068,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/minskaya-2,3,6,1440,720,Минская; 2,302120,5,1728,14,53477415,Цифровой билборд
Москва069,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/mira-105,3,6,1440,720,Мира; 105,347810,5,1728,14,53477415,Цифровой билборд
Москва070,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/mira-150,3,6,1440,720,Мира; 150,338839,5,1728,14,53477415,Цифровой билборд
Москва071,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/mira-69,3,6,1440,720,Мира; 69,360587,5,1728,14,53477415,Цифровой билборд
Москва072,/moskva/ramenki,Москва,Западный АО,Раменки,/moskva/michurinskiy-8-tsrp,3,6,1440,720,Мичуринский; 8 (ЦРП),327538,5,1728,14,53477415,Цифровой билборд
Москва073,/moskva/troparevo-nikulino,Москва,Западный АО,Тропарево-Никулино,/moskva/michurinskiy-olimpiyskoy-derevni-21,3,6,1440,720,Мичуринский - Олимпийской деревни; 21,291530,5,1728,14,53477415,Цифровой билборд
Москва074,/moskva/ramenki,Москва,Западный АО,Раменки,/moskva/michurinskiy-3,3,6,1440,720,Мичуринский; 3,268393,5,1728,14,53477415,Цифровой билборд
Москва075,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/nametkina-9,3,6,1440,720,Наметкина; 9,245167,5,1728,14,53477415,Цифровой билборд
Москва076,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/nizhegorodskaya-15-15-a,3,6,1440,720,Нижегородская; 15-15 А,273603,5,1728,14,53477415,Цифровой билборд
Москва077,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/novoslobodskaya-62-1,3,6,1440,720,Новослободская; 62/1,291530,5,1728,14,53477415,Цифровой билборд
Москва078,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/novospasskiy-9,3,6,1440,720,Новоспасский; 9,266889,5,1728,14,53477415,Цифровой билборд
Москва079,/moskva/shchukino,Москва,Северо-Западный АО,Щукино,/moskva/novoshchukinskaya-3,3,6,1440,720,Новощукинская; 3,245167,5,1728,14,53477415,Цифровой билборд
Москва080,/moskva/ochakovo-matveyevskoye,Москва,Западный АО,Очаково-Матвеевское,/moskva/ozernaya-37,3,6,1440,720,Озерная; 37,245167,5,1728,14,53477415,Цифровой билборд
Москва081,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/olimpiyskiy-13,3,6,1440,720,Олимпийский; 13,271349,5,1728,14,53477415,Цифровой билборд
Москва082,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/olimpiyskiy-18-1,3,6,1440,720,Олимпийский; 18/1,259341,5,1728,14,53477415,Цифровой билборд
Москва083,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/ostashkovskaya-25-shirokaya,3,6,1440,720,Осташковская; 25 - Широкая,245167,5,1728,14,53477415,Цифровой билборд
Москва084,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/proletarskiy-1,3,6,1440,720,Пролетарский; 1,245167,5,1728,14,53477415,Цифровой билборд
Москва085,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/profsoyuznaya-98,3,6,1440,720,Профсоюзная; 98,341876,5,1728,14,53477415,Цифровой билборд
Москва086,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/profsoyuznaya-144,3,6,1440,720,Профсоюзная; 144,359839,5,1728,14,53477415,Цифровой билборд
Москва087,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/profsoyuznaya-21,3,6,1440,720,Профсоюзная; 21,298323,5,1728,14,53477415,Цифровой билборд
Москва088,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/profsoyuznaya-46,3,6,1440,720,Профсоюзная; 46,341813,5,1728,14,53477415,Цифровой билборд
Москва089,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/profsoyuznaya-62,3,6,1440,720,Профсоюзная; 62,276581,5,1728,14,53477415,Цифровой билборд
Москва090,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/profsoyuznaya-13,3,6,1440,720,Профсоюзная; 13,310301,5,1728,14,53477415,Цифровой билборд
Москва091,/moskva/fili-davydkovo,Москва,Западный АО,Фили-Давыдково,/moskva/rublevskoye-shosse-10,3,6,1440,720,Рублевское шоссе; 10,276658,5,1728,14,53477415,Цифровой билборд
Москва092,/moskva/kuntsevo,Москва,Западный АО,Кунцево,/moskva/rublevskoye-shosse-127,3,6,1440,720,Рублевское шоссе; 127,260846,5,1728,14,53477415,Цифровой билборд
Москва093,/moskva/krylatskoye,Москва,Западный АО,Крылатское,/moskva/rublevskoye-shosse-62,3,6,1440,720,Рублевское шоссе; 62,260846,5,1728,14,53477415,Цифровой билборд
Москва094,/moskva/kuntsevo,Москва,Западный АО,Кунцево,/moskva/rublevskoye-shosse-ivana-franko,3,6,1440,720,Рублевское шоссе - Ивана Франко,314066,5,1728,14,53477415,Цифровой билборд
Москва095,/moskva/yugo-vostochnyy-ao,Москва,Юго-Восточный АО,Юго-Восточный АО,/moskva/ryazanskiy-105,3,6,1440,720,Рязанский; 105,245167,5,1728,14,53477415,Цифровой билборд
Москва096,/moskva/yuzhnoportovyy,Москва,Юго-Восточный АО,Южнопортовый,/moskva/saykina-11,3,6,1440,720,Сайкина; 11,271349,5,1728,14,53477415,Цифровой билборд
Москва097,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/sakharova-akademika-40,3,6,1440,720,Сахарова Академика; 40,337310,5,1728,14,53477415,Цифровой билборд
Москва098,/moskva/tushino-yuzhnoye,Москва,Северо-Западный АО,Тушино Южное,/moskva/svobody-45,3,6,1440,720,Свободы; 45,245167,5,1728,14,53477415,Цифровой билборд
Москва099,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/sevastopolskiy-39,3,6,1440,720,Севастопольский; 39,245167,5,1728,14,53477415,Цифровой билборд
Москва100,/moskva/sokolinaya-gora,Москва,Восточный АО,Соколиная Гора,/moskva/semenovskaya-bolshaya-32,3,6,1440,720,Семеновская Большая; 32,245167,5,1728,14,53477415,Цифровой билборд
Москва101,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/sergiya-radonezhskogo-rogozhskiy-val,3,6,1440,720,Сергия Радонежского - Рогожский Вал,293857,5,1728,14,53477415,Цифровой билборд
Москва102,/moskva/strogino,Москва,Северо-Западный АО,Строгино,/moskva/stroginskoye-shosse,3,6,1440,720,Строгинское шоссе,245167,5,1728,14,53477415,Цифровой билборд
Москва103,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/novaya-bashilovka-petrovsko-razumovskaya-alleya-ttk,3,6,1440,720,Новая Башиловка - Петровско - Разумовская аллея (ТТК),398695,5,1728,14,53477415,Цифровой билборд
Москва104,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/sushchevskiy-val-67-ttk,3,6,1440,720,Сущевский Вал; 67 (ТТК),403175,5,1728,14,53477415,Цифровой билборд
Москва105,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/sushchevskiy-val-31-ttk,3,6,1440,720,Сущевский Вал; 31 (ТТК),391226,5,1728,14,53477415,Цифровой билборд
Москва106,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/sushchevskiy-val-60-olimpiyskiy-ttk,3,6,1440,720,Сущевский вал; 60 - Олимпийский (ТТК),332806,5,1728,14,53477415,Цифровой билборд
Москва107,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/nizhnyaya-maslovka-5-ttk,3,6,1440,720,Нижняя Масловка; 5 (ТТК),341876,5,1728,14,53477415,Цифровой билборд
Москва108,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/maslovka-nizhnyaya-8-bashilovskaya-ttk,3,6,1440,720,Масловка Нижняя; 8 - Башиловская (ТТК),358268,5,1728,14,53477415,Цифровой билборд
Москва109,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/ttk-zvenigorodskoye-shosse,3,6,1440,720,ТТК - Звенигородское шоссе,338839,5,1728,14,53477415,Цифровой билборд
Москва110,/moskva/khoroshevskiy,Москва,Северный АО,Хорошевский,/moskva/khoroshevskoye-shosse-82,3,6,1440,720,Хорошевское шоссе; 82,245167,5,1728,14,53477415,Цифровой билборд
Москва111,/moskva/preobrazhenskoye,Москва,Восточный АО,Преображенское,/moskva/cherkizovskaya-bolshaya-11,3,6,1440,720,Черкизовская Большая;11,245167,5,1728,14,53477415,Цифровой билборд
Москва112,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/sheremetyevskaya-10,3,6,1440,720,Шереметьевская; 10,245167,5,1728,14,53477415,Цифровой билборд
Москва113,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/shmitovskiy-31,3,6,1440,720,Шмитовский; 31,259341,5,1728,14,53477415,Цифровой билборд
Москва114,/moskva/golyanovo,Москва,Восточный АО,Гольяново,/moskva/shchelkovskoye-shosse-11,3,6,1440,720,Щёлковское шоссе; 11,299045,5,1728,14,53477415,Цифровой билборд
Москва115,/moskva/perovo,Москва,Восточный АО,Перово,/moskva/entuziastov-shosse-76,3,6,1440,720,Энтузиастов шоссе; 76,293857,5,1728,14,53477415,Цифровой билборд
Москва116,/moskva/kuntsevo,Москва,Западный АО,Кунцево,/moskva/rublevo-uspenskoye-shosse-0km-storona-a,3,6,600,360,Рублево - Успенское шоссе; 0км (сторона А),32830,6,1920,7,53477415,Цифровой билборд
Москва117,/moskva/kuntsevo,Москва,Западный АО,Кунцево,/moskva/rublevo-uspenskoye-shosse-0km-storona-b,3,6,600,360,Рублево - Успенское шоссе; 0км (сторона Б),30818,6,1920,7,53477415,Цифровой билборд
Москва118,/moskovskaya-oblast,Россия,Московская область,Москва,/moskva/a-105-rush-8km926m,2.7,3.7,576,432,А-105 РУШ 8км+926м,25970,6,5760,7,62914415,Цифровой ситиборд
Москва119,/moskovskaya-oblast,Россия,Московская область,Москва,/moskva/zhukovka-70-veranda-u-dachi,3,6,600,360,Жуковка; 70 (Веранда у Дачи),30818,6,1920,7,53477415,Цифровой билборд
Москва120,/moskovskaya-oblast/mytishchi,Россия,Московская область,Москва,/moskva/mkad-91-y-kilometr-g-mytishchi-ul-tsentralnaya-d-15-19,5,15,1140,480,МКАД; 91-й километр (г. Мытищи; ул. Центральная д. 15-19),65333,6,1800,7,53477615,Цифровой суперсайт
Москва121,/moskovskaya-oblast/razdory,Россия,Московская область,Москва,/moskva/rublevo-uspenskoye-shosse-4km870m-storona-a,3,6,600,360,Рублево - Успенское шоссе 4км+870м (сторона А),32830,6,1920,7,53477415,Цифровой билборд
Москва122,/moskovskaya-oblast/razdory,Россия,Московская область,Москва,/moskva/rublevo-uspenskoye-shosse-4km870m-storona-b,3,6,600,360,Рублево - Успенское шоссе 4км+870м (сторона Б),30818,6,1920,7,53477415,Цифровой билборд
Москва147,/moskovskaya-oblast,Россия,Московская область,Москва,/moskva/gorkovskoye-shosse-17-km-370-m-ot-moskvy,4,12,720,240,Горьковское шоссе (17 км 370 м от Москвы),118800,5,1440,30,53477615,Цифровой суперсайт
Москва148,/moskovskaya-oblast/mytishchi,Россия,Московская область,Москва,/moskva/dmitrovskoye-shosse-23-km-950-m-ot-moskvy,4,12,720,240,Дмитровское шоссе (23 км 950 м от Москвы),118800,5,1440,30,53477615,Цифровой суперсайт
Москва149,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/mkad-030-km-620-m-vneshnyaya-storona-ot-simferopolskogo-shosse-k-novokashirskomu-shosse-storona-a,4,12,720,240,МКАД 030 км 620 м внешняя сторона; от Симферопольского шоссе к Новокаширскому шоссе (сторона А),174000,5,1440,30,53477615,Цифровой суперсайт
Москва150,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/mkad-030-km-390-m-vneshnyaya-storona-ot-novokashirskogo-shosse-k-simferopolskomu-shosse-storona-b,4,12,720,240,МКАД 030 км 390 м внешняя сторона; от Новокаширского шоссе к Симферопольскому шоссе (сторона Б),156000,5,1440,30,53477615,Цифровой суперсайт
Москва151,/moskovskaya-oblast/mytishchi,Россия,Московская область,Москва,/moskva/yaroslavskoye-shosse-019-km-590-m-ot-moskvy-sleva-2-km990-m-ot-mkad-v-moskvu,4,12,720,240,Ярославское шоссе 019 км 590 м от Москвы слева; (2 км+990 м от МКАД) в Москву,118800,5,1440,30,53477615,Цифровой суперсайт
Москва152,/moskovskaya-oblast,Россия,Московская область,Москва,/moskva/novorizhskoye-shosse-10-km-storona-a,9,12,576,432,Новорижское шоссе; 10 км (сторона А),163200,10,864,30,53477215,Светодиодный экран
Москва153,/moskovskaya-oblast,Россия,Московская область,Москва,/moskva/novorizhskoye-shosse-10-km-storona-b,9,12,576,432,Новорижское шоссе; 10 км (сторона Б),163200,10,864,30,53477215,Светодиодный экран
Москва154,/moskva/khoroshevskiy,Москва,Северный АО,Хорошевский,/moskva/1905-goda-begovaya,3,6,720,360,1905 года - Беговая,194700,5,2057,14,53477415,Цифровой билборд
Москва155,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/60-letiya-oktyabrya-19,3,6,720,360,60-летия Октября; 19,136290,5,2057,14,53477415,Цифровой билборд
Москва156,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/akademika-sakharova-kalanchevskaya-27,3,6,720,360,Академика Сахарова - Каланчевская; 27,162250,5,2057,14,53477415,Цифровой билборд
Москва157,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/altufyevskoye-shosse-inzhenernaya,3,6,720,360,Алтуфьевское шоссе - Инженерная,162250,5,2057,14,53477415,Цифровой билборд
Москва158,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/altufyevskoye-shosse-khachaturyana,3,6,720,360,Алтуфьевское шоссе - Хачатуряна,162250,5,2057,14,53477415,Цифровой билборд
Москва159,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/bolshaya-tulskaya-danilovskiy-val,3,6,720,360,Большая Тульская - Даниловский Вал,181720,5,2057,14,53477415,Цифровой билборд
Москва160,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/bolshaya-tulskaya-2-8,3,6,720,360,Большая Тульская; 2,181720,5,2057,14,53477415,Цифровой билборд
Москва161,/moskva/severo-vostochnyy-ao,Москва,Северо-Восточный АО,Северо-Восточный АО,/moskva/butyrskaya-86,3,6,720,360,Бутырская; 86,162250,5,2057,14,53477415,Цифровой билборд
Москва162,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/varshavskoye-shosse-chongarskiy-bulvar,3,6,720,360,Варшавское шоссе - Чонгарский бульвар,136290,5,2057,14,53477415,Цифровой билборд
Москва163,/moskva/ramenki,Москва,Западный АО,Раменки,/moskva/vernadskogo-universitetskiy,3,6,720,360,Вернадского - Университетский,194700,5,2057,14,53477415,Цифровой билборд
Москва164,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/volgogradskiy-18-1-melnikova,3,6,720,360,Волгоградский 18/1 - Мельникова,162250,5,2057,14,53477415,Цифровой билборд
Москва165,/moskva/severo-zapadnyy-ao,Москва,Северо-Западный АО,Северо-Западный АО,/moskva/volokolamskoye-shosse-95,3,6,720,360,Волоколамское шоссе; 95,194700,5,2057,14,53477415,Цифровой билборд
Москва166,/moskva/severo-zapadnyy-ao,Москва,Северо-Западный АО,Северо-Западный АО,/moskva/volokolamskoye-shosse-77,3,6,720,360,Волоколамское шоссе; 77,194700,5,2057,14,53477415,Цифровой билборд
Москва167,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/zvenigorodskoye-shosse-20-sergeya-makeyeva,3,6,720,360,Звенигородское шоссе; 20 - Сергея Макеева,142780,5,2057,14,53477415,Цифровой билборд
Москва168,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/zvenigorodskoye-shosse-1905-goda,3,6,720,360,Звенигородское шоссе - 1905 года,194700,5,2057,14,53477415,Цифровой билборд
Москва169,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/kashirskoye-shosse-132-yasenevaya,3,6,720,360,Каширское шоссе; 132 - Ясеневая,136290,5,2057,14,53477415,Цифровой билборд
Москва170,/moskva/yuzhnyy-ao,Москва,Южный АО,Южный АО,/moskva/kashirskoye-shosse-30-andropova,3,6,720,360,Каширское шоссе; 30 - Андропова,136290,5,2057,14,53477415,Цифровой билборд
Москва171,/moskva/tsentralnyy-ao,Москва,Центральный АО,Центральный АО,/moskva/komsomolskiy-khamovnicheskiy-val-18,3,6,720,360,Комсомольский - Хамовнический Вал; 18,181720,5,2057,14,53477415,Цифровой билборд
Москва172,/moskva/zapadnyy-ao,Москва,Западный АО,Западный АО,/moskva/kutuzovskiy-5,3,6,720,360,Кутузовский; 5,227150,5,2057,14,53477415,Цифровой билборд
Москва173,/moskva/fili-davydkovo,Москва,Западный АО,Фили-Давыдково,/moskva/kutuzovskiy-rublevskoye-shosse,3,6,720,360,Кутузовский - Рублевское шоссе,227150,5,2057,14,53477415,Цифровой билборд
Москва174,/moskva/khoroshevskiy,Москва,Северный АО,Хорошевский,/moskva/leningradskiy-49,3,6,720,360,Ленинградский; 49,194700,5,2057,14,53477415,Цифровой билборд
Москва175,/moskva/severnyy-ao,Москва,Северный АО,Северный АО,/moskva/leningradskiy-teatralnaya-alleya,3,6,720,360,Ленинградский - Театральная аллея,194700,5,2057,14,53477415,Цифровой билборд
Москва176,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/leninskiy-111,3,6,720,360,Ленинский; 111,194700,5,2057,14,53477415,Цифровой билборд
Москва177,/moskva/yugo-zapadnyy-ao,Москва,Юго-Западный АО,Юго-Западный АО,/moskva/leninskiy-38,3,6,720,360,Ленинский; 38,194700,5,2057,14,53477415,Цифровой билборд
